"","IP1","IP2","IP3","control4","control5","control6","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-SAOUHSC_01794",20039,27639,18938,20292,22319,895,14578.4260755454,0.884283230645833,0.52633078760737,1.68009026161222,0.0929397553499805,0.146322727980641
"gene-SAOUHSC_01795",4898,3308,3971,4238,6332,1224,3617.34610498125,-0.188606278769197,0.290390515674886,-0.649491869012541,0.516020500335492,0.601884768139002
"gene-SAOUHSC_01796",3888,2995,3203,4439,4936,561,2775.97998012287,0.0318821526657115,0.237249151190113,0.134382578423489,0.893100057079013,0.922029098475923
"gene-SAOUHSC_01797",9149,6726,6431,11878,12077,1463,6617.34313472328,-0.199294938984643,0.235017703211149,-0.847999687945161,0.396438144520017,0.48706273156852
"gene-SAOUHSC_01798",2413,1578,2450,1279,1184,81,1220.78020488388,1.49603390292121,0.429306355738449,3.48476998517268,0.000492560263152963,0.0014332353304695
"gene-SAOUHSC_01799",6195,4138,4585,3996,3833,344,3128.26774432786,0.945209891345661,0.330032612692171,2.86398936043111,0.00418342063038307,0.0095715825942237
"gene-SAOUHSC_01800",1308,945,921,2600,3256,410,1331.3404966714,-1.02898074984473,0.194649501610299,-5.28632614690593,1.24797308638122e-07,7.97364622324226e-07
"gene-SAOUHSC_A01723",18,24,17,14,9,0,10.8739554375629,1.42803361112447,0.736539504587175,1.93884184382598,0.0525205992004731,0.0888087368343595
"gene-SAOUHSC_01801",14515,10103,9906,6336,5148,1034,6689.57256753902,1.29986455342569,0.259477121793064,5.00955361475895,5.45564270327326e-07,3.10247233395685e-06
"gene-SAOUHSC_01802",5987,4563,4237,3294,2777,445,2997.56692527116,1.10203298129621,0.246565895233338,4.46952722416578,7.83926812314182e-06,3.40529856189093e-05
"gene-SAOUHSC_01803",7973,6226,4391,28961,36666,5106,12896.3584478738,-2.02191997772902,0.22873795366696,-8.83945993795553,9.61823905834808e-19,2.43512832861735e-17
"gene-SAOUHSC_01804",259,178,198,142,96,9,119.820152195357,1.39612924489787,0.410313987994843,3.4025874957873,0.000667509782101151,0.00188041553210612
"gene-SAOUHSC_01805",332,205,189,134,117,12,133.938386421053,1.44230759117406,0.3452661112625,4.17737954617127,2.94886735474289e-05,0.00011226174193542
"gene-SAOUHSC_01806",11506,8841,7117,39123,31455,11138,18883.9469536866,-1.9986600657976,0.384400606045322,-5.1994196532613,1.99911718041331e-07,1.21768448700286e-06
"gene-SAOUHSC_01807",4070,3563,2951,9480,13615,7009,8607.16581540993,-2.27800149084104,0.560269000976219,-4.06590671065475,4.78460736443967e-05,0.000170920214971485
"gene-SAOUHSC_01808",12538,7769,10265,6869,8459,1911,7138.52638234962,0.546262501034989,0.310529127806576,1.75913449695852,0.078554666780354,0.126286417387068
"gene-SAOUHSC_01809",8004,5457,6228,5252,6646,991,4647.19562649794,0.506740546382434,0.200822955442809,2.52331983295977,0.0116252614334734,0.0236561555969937
"gene-SAOUHSC_01810",6542,4197,4816,4524,6443,1889,4565.89729179202,-0.171678670779509,0.398026319238197,-0.431324921196401,0.666232132245087,0.733980013860042
"gene-SAOUHSC_01811",17830,13848,11989,18392,16107,2687,11541.0688886688,0.130020045289074,0.235016609761677,0.553237685714737,0.580100664657911,0.65973861367075
"gene-SAOUHSC_01812",4615,3428,2954,4262,4110,825,2963.14652800794,0.0648062794669218,0.241940183841846,0.267860751520653,0.788806505764405,0.833186370828606
"gene-SAOUHSC_01813",5256,4105,3166,6055,5625,1060,3685.94332056337,-0.187476045541461,0.246038680365177,-0.761977934783277,0.446073173580698,0.535092590277765
"gene-SAOUHSC_01814",6854,5191,4826,9486,9027,1287,5177.20343650385,-0.286802765577083,0.222179435826366,-1.29086098589799,0.196751885912975,0.273845217601239
"gene-SAOUHSC_01815",7160,6660,5202,13116,12068,2407,6964.14205399114,-0.70421049355027,0.254092789565907,-2.77146980342632,0.00558038479234939,0.0124255359186269
"gene-SAOUHSC_01816",2861,1983,1991,4653,5457,1318,2898.60356832338,-1.05134500921292,0.302773630907359,-3.47237969852996,0.000515866157286331,0.00148840961802298
"gene-SAOUHSC_01817",470,295,290,681,491,40,298.210379552728,-0.110003570473343,0.425963998724614,-0.258246168227142,0.796216928890591,0.838851320971502
"gene-SAOUHSC_01818",14417,14888,9399,12405,14309,3283,10420.6784331855,0.0967466145563637,0.320753955159751,0.301622514703457,0.762939842646639,0.814318059406051
"gene-SAOUHSC_01819",19722,17277,8282,51584,47003,23067,32265.3618129778,-2.07861832023309,0.524056517100988,-3.96640105103879,7.29660470255185e-05,0.000250312809633224
"gene-SAOUHSC_01820",10731,8739,7124,8805,7191,1277,6257.75422898792,0.509536549684056,0.256666022994394,1.98521231497472,0.0471208547454533,0.0813461890417499
"gene-SAOUHSC_01821",2136,1555,1263,2862,2109,246,1382.93177100415,-0.0541262281047607,0.345678062537222,-0.156579875817062,0.875575963661919,0.907354902229611
"gene-SAOUHSC_01822",6392,4514,3224,9727,6502,677,4144.40519782991,-0.207694418145707,0.40694376085249,-0.510376219334622,0.609787913930801,0.688397311402111
"gene-SAOUHSC_01823",1333,1250,1192,1127,2039,191,986.047025411029,0.211427606302561,0.28591280452296,0.739482817690955,0.459613869514741,0.548455209551547
"gene-SAOUHSC_01824",2432,2386,2062,1852,2808,707,1927.1493933152,0.00783666049913689,0.367851957456203,0.0213038434084449,0.983003277939354,0.985520111496624
"gene-SAOUHSC_01825",1852,1563,1476,1440,2105,136,1143.78502307932,0.55266820020348,0.350072007152469,1.57872720158048,0.1143986427402,0.173624961102374
"gene-SAOUHSC_01826",228,194,138,221,161,61,159.667548635903,-0.0555565935095096,0.417361953436041,-0.133113699157591,0.894103461202149,0.922717465043332
"gene-SAOUHSC_01827",26867,18406,18964,27027,25804,2976,16506.8830335202,0.21187560590177,0.266645356976928,0.794597019441455,0.426847952686791,0.517106478711141
"gene-SAOUHSC_01828",1241,815,801,2007,2167,637,1264.10621033509,-1.14823551305906,0.356109985934871,-3.22438448347546,0.00126243777743517,0.00331768163753576
"gene-SAOUHSC_01829",66490,68440,56322,41055,48053,10111,43080.1643139775,0.726668594956147,0.280023507583655,2.59502711478272,0.0094583456983769,0.0197260746012191
"gene-SAOUHSC_A01754",129,61,73,87,90,13,63.1505372546316,0.361247284700985,0.35877969603459,1.00687772662073,0.313993536756932,0.405205406897716
"gene-SAOUHSC_01830",1035,732,801,718,1094,197,677.586209255503,0.156605258713719,0.271447406939343,0.576926707385026,0.563988968021172,0.644122400560847
"gene-SAOUHSC_01831",1342,1142,769,1824,2189,379,1126.64697698402,-0.597112909796597,0.253998924777651,-2.35084817905944,0.0187306745485172,0.0363088959953929
"gene-SAOUHSC_01832",1448,1302,793,18475,23818,3931,7583.93769132498,-3.86236592614042,0.270919347953236,-14.2565156579629,4.083394132574e-46,1.11925833173853e-43
"gene-SAOUHSC_01833",2956,2386,2036,17582,22408,3166,7362.1708849464,-2.63473344686261,0.183632661954988,-14.3478475931935,1.09895275033553e-46,3.34692165407744e-44
"gene-SAOUHSC_01834",117,96,90,211,235,46,120.381461079483,-0.86277135752066,0.281151355497252,-3.06870779973562,0.00214986754863743,0.00531839977510398
"gene-SAOUHSC_01835",2673,2053,2274,7300,10785,748,3369.22443146912,-1.29537010344615,0.337216943426078,-3.84135533133467,0.000122356841401313,0.000396430380946806
"gene-SAOUHSC_01836",7925,5733,5949,5045,5875,801,4409.31436493081,0.67974806372642,0.187195315285708,3.63122369108944,0.000282080555402305,0.000857187142303458
"gene-SAOUHSC_01837",1544,1131,1041,2720,3263,543,1509.76339367859,-0.957865145231539,0.201426554920977,-4.75540648355588,1.98047521948654e-06,9.76345787160541e-06
"gene-SAOUHSC_01838",3933,3009,1885,8137,9234,2190,4517.04925575418,-1.46078592087548,0.334092525551663,-4.37239928808161,1.22888510423385e-05,5.08817835453924e-05
"gene-SAOUHSC_01839",1222,761,730,1562,1841,244,894.451878897409,-0.50165932463223,0.221196139978294,-2.26793887398513,0.0233329325581558,0.0441072883737277
"gene-SAOUHSC_01840",612,345,443,836,1116,64,440.476240898977,-0.379515405798654,0.402691762944645,-0.942446408696032,0.345964136472981,0.438413175253093
"gene-SAOUHSC_01841",2,0,0,0,0,1,0.903497602543556,-0.227481633787356,3.06429350765985,-0.0742362418021371,0.940822408610323,0.954508700211508
"gene-SAOUHSC_01843",2809,1875,1688,1164,1370,148,1239.64808216803,1.23844985507799,0.24754735597566,5.00288056075932,5.64799369867707e-07,3.19858486117228e-06
"gene-SAOUHSC_01844",7,8,7,3,5,2,5.29351066013564,0.894492124728308,0.907987389099598,0.985137167615651,0.324556698779301,0.417069813105515
"gene-SAOUHSC_01845",11094,9136,5601,16616,21674,5750,11433.454354713,-1.15889596583522,0.377751591807785,-3.0678784443744,0.00215584292014496,0.00532837280804089
"gene-SAOUHSC_01846",3995,4588,2450,8492,16693,2844,6046.89687292651,-1.55271045070525,0.374132472360328,-4.15016221636552,3.32239731597378e-05,0.000123564328942797
"gene-SAOUHSC_01847",1100,1124,647,3633,4351,660,1685.34505179496,-1.69375337463691,0.277408321373944,-6.105632903325,1.02394108872453e-09,8.58294349906406e-09
"gene-SAOUHSC_01849",2110,2241,1224,4542,6008,1415,2834.48531375021,-1.4129334508585,0.365881221179107,-3.86172716463859,0.000112588258890287,0.0003682630281841
"gene-SAOUHSC_01850",20520,14162,13333,17557,27947,2327,12903.3630811564,0.0657653901919916,0.285534536039357,0.230323767850368,0.817840192957785,0.857574586418243
"gene-SAOUHSC_01851",3,1,2,3,1,1,1.93353566183026,-0.089469280635528,1.39906095339625,-0.0639495230128034,0.949010419284651,0.959512194488834
"gene-SAOUHSC_01852",5475,3692,3684,22738,39501,5397,11853.0243729576,-2.51183964296508,0.246570544181126,-10.1871034567695,2.26409623187644e-24,1.06998065027126e-22
"gene-SAOUHSC_01853",20,21,16,23,25,1,13.7565464177802,0.27765149301714,0.589010093742984,0.471386646793686,0.637364649937073,0.709592406773971
"gene-SAOUHSC_01854",37979,31060,25429,58517,75731,25190,44145.6618137153,-1.25051905292525,0.416709000008533,-3.00094083137068,0.00269146857812474,0.00648840402167099
"gene-SAOUHSC_01855",37363,28622,21084,55762,32433,6504,25968.8766512679,-0.233205367457748,0.351163431458519,-0.664093543251799,0.506630442405563,0.593450445569935
"gene-SAOUHSC_01856",10396,7805,7368,13044,18571,2231,8346.96521847941,-0.444950902031659,0.196306707852123,-2.26661078931057,0.0234140124071792,0.0442300537615976
"gene-SAOUHSC_01857",20508,15128,13768,28882,37311,8399,19431.0322216362,-0.888894534561705,0.294381852412853,-3.019528980051,0.00253168071239555,0.00617378721768346
"gene-SAOUHSC_01858",1557,1044,984,2366,2873,937,1675.59952006802,-1.26360270892838,0.402735513908668,-3.13754974490513,0.00170366362156924,0.00432784243440343
"gene-SAOUHSC_01859",1695,1153,1168,2223,1855,342,1222.07922503837,-0.272758287069773,0.254355969316146,-1.07234867655398,0.28356345098197,0.372066739656094
"gene-SAOUHSC_01860",2129,1416,1279,4969,4523,1303,2554.04048774404,-1.51806900354164,0.336780847312775,-4.50758710198202,6.55690165360002e-06,2.88020311418552e-05
"gene-SAOUHSC_01861",3524,2200,2237,3539,3959,1156,2663.1645491988,-0.526076111205611,0.359826918119486,-1.4620254481098,0.143734236426301,0.209784633676513
"gene-SAOUHSC_01863",2049,1323,1595,4369,4150,222,1746.80260673023,-0.627885258905704,0.460697048851969,-1.36290271550547,0.172913172794676,0.245572542295445
"gene-SAOUHSC_01864",2161,1645,1372,2546,3238,893,1923.26084788879,-0.759612336260749,0.358226057543803,-2.12048319842804,0.0339653169678671,0.0611286499073694
"gene-SAOUHSC_01865",15164,12035,12310,12690,18068,2886,10665.1291521256,0.0924234319465505,0.219274657819142,0.421496185951327,0.673392795693648,0.740380927796345
"gene-SAOUHSC_01866",17129,13866,12360,19649,22041,7892,15742.6623251992,-0.694542745104752,0.415798696843529,-1.6703822074895,0.0948437676246135,0.148722406784362
"gene-SAOUHSC_01867",4275,2967,3294,4870,6270,1117,3383.422463728,-0.397104467631323,0.231966636933773,-1.71190337058987,0.08691447743492,0.1377863404564
"gene-SAOUHSC_01868",3154,2410,2002,9786,11480,5771,7176.13872912751,-2.55691943629652,0.524093810727418,-4.87874381257743,1.06763630299685e-06,5.61687352497958e-06
"gene-SAOUHSC_01869",7562,7984,6023,19346,33097,4023,11171.8286945192,-1.43046586682423,0.265900841363354,-5.3796966549252,7.46114517887847e-08,4.8925834773459e-07
"gene-SAOUHSC_01870",4485,3362,3547,4705,7285,1001,3506.64982945037,-0.28090211283818,0.217336095530743,-1.29247795747966,0.196191674636037,0.273330970573235
"gene-SAOUHSC_01871",4605,3452,3181,6662,6290,1336,3836.13340815138,-0.555733507700029,0.249874361772927,-2.22405173446746,0.0261449637039545,0.0489503726178546
"gene-SAOUHSC_01872",2035,1846,1485,2272,2995,819,1851.59632155475,-0.56172102303978,0.363769772775316,-1.54416629714512,0.12254805127515,0.184057100572705
"gene-SAOUHSC_01873",6964,4670,5062,2291,2333,342,3027.09870895272,1.67187853492004,0.214492412306338,7.79458124855375,6.46224223800685e-15,1.10018670648303e-13
"gene-SAOUHSC_01874",487,355,357,832,1515,653,848.344994618762,-2.03525329787723,0.550662482770593,-3.69600864696118,0.000219015515997628,0.000681409227411462
"gene-SAOUHSC_01875",3715,3168,2565,6973,7720,2371,4463.89253814429,-1.26689799057895,0.370982068499068,-3.41498443767001,0.000637856557788564,0.00180429806491068
"gene-SAOUHSC_01876",2492,2355,1659,2906,2307,608,1874.68344793491,-0.102102232799828,0.324953065420251,-0.314206092094507,0.753364516008013,0.806629741553893
"gene-SAOUHSC_01877",3071,2317,1818,3945,3982,1047,2538.71750095305,-0.64452729758492,0.319937971945112,-2.01453829836583,0.0439530481251137,0.0765408544542164
"gene-SAOUHSC_01878",2375,1688,1478,2850,2937,231,1532.2031627078,-0.024189768800005,0.347665649449966,-0.0695776785491323,0.944529803812178,0.956393126061758
"gene-SAOUHSC_01879",6852,5237,4893,7534,6653,446,4171.72762172451,0.365578228426283,0.416004463114324,0.878784390170873,0.379518191556425,0.47070559414306
"gene-SAOUHSC_01880",163,111,116,79,122,10,81.4873865873791,0.891056161539083,0.331058374382255,2.69153789932596,0.00711234167249066,0.0153624338252931
"gene-SAOUHSC_01881",197,149,150,110,92,8,95.9143019288394,1.2626657545206,0.36952916147431,3.41695835176565,0.000633249664163749,0.00179311707590169
"gene-SAOUHSC_01882",7549,5126,4809,5941,6112,904,4291.5357230434,0.343395930556579,0.208508887638466,1.64691267813962,0.0995759955965266,0.154551417853952
"gene-SAOUHSC_01883",15,8,25,11,36,5,14.9920746128203,-0.194055927128217,0.712497104780873,-0.272360302696105,0.785344993134159,0.830490210717874
"gene-SAOUHSC_01884",4865,6110,2744,28420,40220,5566,12846.9113042084,-2.51567766724326,0.347251677226317,-7.24453712459307,4.33918547254485e-13,6.16254268406499e-12
"gene-SAOUHSC_01886",1246,1244,949,1441,1273,294,969.556311113319,-0.0196339118287848,0.294097597563497,-0.0667598511223668,0.946772886231049,0.957956619106425
"gene-SAOUHSC_01887",2663,3077,2449,2499,2990,476,2056.6486283702,0.362614564479961,0.257331864234512,1.40913199987353,0.158796140259511,0.228004306155747
"gene-SAOUHSC_01888",1491,1628,1236,1315,1345,306,1101.06444679721,0.329260183864096,0.301499147690856,1.0920766655092,0.274799404924406,0.362825225865991
"gene-SAOUHSC_01889",2756,3241,2351,2980,2934,1019,2493.2439804339,-0.160155790736858,0.414380005072002,-0.386494977500252,0.699130121573559,0.761954538064861
"gene-SAOUHSC_01890",915,677,666,896,901,162,612.990826833476,0.0627208526613992,0.223659855782305,0.280429639203771,0.779147900120657,0.827617686758002
"gene-SAOUHSC_01891",550,482,423,324,498,13,297.142532965427,1.07301500525456,0.535447920782256,2.00395774006732,0.0450745875259293,0.0783446064734129
"gene-SAOUHSC_01893",1958,1698,1827,1173,1510,65,1095.7500386052,1.22981620814333,0.462453029943863,2.65933214513182,0.0078295733329859,0.0167140658144193
"gene-SAOUHSC_01894",959,851,888,621,613,169,624.217683426932,0.64207141104166,0.333969230037408,1.92254660996686,0.0545370146182383,0.0918218409512232
"gene-SAOUHSC_01895",8724,7267,6551,9347,12076,1664,6506.81585636686,-0.10697220914688,0.181186081991661,-0.590399703834887,0.554922709106185,0.635621874492291
"gene-SAOUHSC_01896",1185,792,819,1790,2183,117,882.930220527728,-0.377624755855135,0.416277032713488,-0.907147707365937,0.364328692531112,0.456201437289986
"gene-SAOUHSC_01897",890,623,914,1423,1423,73,693.196373357321,-0.0568302458317111,0.475066370753743,-0.119625907726417,0.904779495697457,0.931630577650912
"gene-SAOUHSC_01898",1041,764,1055,1868,2568,68,912.556768423106,-0.352171295358514,0.572523502464083,-0.615121115277897,0.538474738418127,0.620219460585704
"gene-SAOUHSC_01899",1223,904,1084,1934,2357,103,970.240009768709,-0.225918100798738,0.469113047624427,-0.481585626199869,0.630100339075715,0.704365835810169
"gene-SAOUHSC_01900",1325,761,1075,537,385,32,558.480919086776,1.82620687155486,0.430331753676028,4.24371861001387,2.19845997567657e-05,8.55962896779755e-05
"gene-SAOUHSC_01901",7273,5385,2928,12350,12754,881,5373.44321809306,-0.630667939833158,0.428628131814935,-1.47136385370398,0.141192743280016,0.207400487315393
"gene-SAOUHSC_01902",61,28,45,299,253,26,95.1831718571686,-2.0888761378358,0.412582960488582,-5.06292391562207,4.12874659561993e-07,2.39257810118271e-06
"gene-SAOUHSC_01903",70,55,48,154,205,22,76.4363831402558,-1.16403311489833,0.305782670118378,-3.80673343733869,0.000140814377268489,0.000453019023583248
"gene-SAOUHSC_01904",126,77,77,103,143,14,73.4672895602252,0.077980164909918,0.322810915620382,0.241566072076759,0.809116414115828,0.850052928743382
"gene-SAOUHSC_01905",266,196,219,95,86,6,118.160095464906,1.91342184052812,0.378712903967652,5.0524337050093,4.3621578703426e-07,2.51719467844401e-06
"gene-SAOUHSC_01906",139,99,108,93,42,30,83.1120457940279,0.523101979999375,0.556235828235842,0.940432013627109,0.346996007484457,0.439517586189878
"gene-SAOUHSC_01907",1330,1141,611,2186,2965,1121,1716.54806247616,-1.6180664337876,0.493713287820563,-3.27734025739992,0.00104790006344187,0.00280497468153727
"gene-SAOUHSC_01908",9701,7786,6791,10622,11760,577,6122.62145055212,0.282497073029897,0.450578026388436,0.626965933723454,0.530681565866007,0.614532392073817
"gene-SAOUHSC_01909",9198,7038,7294,9312,11395,2802,7341.72439366361,-0.314647359731879,0.313974911490384,-1.00214172603251,0.316275147779839,0.407957731795077
"gene-SAOUHSC_01910",39296,40360,24617,32919,38817,5772,25950.071895431,0.336795327496655,0.261762875139689,1.28664283396538,0.198218806692626,0.275655884903343
"gene-SAOUHSC_01911",1008,945,831,1418,2313,109,850.829353116515,-0.250964263549477,0.426910272960202,-0.587861851646921,0.556625024062113,0.636773451984246
"gene-SAOUHSC_01912",985,670,594,496,348,124,483.100139139106,0.834227326622111,0.385610686425084,2.16339265479403,0.030510992043685,0.0558654837620178
"gene-SAOUHSC_01913",220,187,160,122,144,17,118.299091386949,0.959984521292828,0.274584095819065,3.49614029330163,0.000472040447516906,0.0013793847192365
"gene-SAOUHSC_01914",943,697,585,1478,1865,216,803.351419678121,-0.70687869946209,0.223996416545227,-3.15575896420363,0.00160081089689795,0.00408169550548585
"gene-SAOUHSC_01915",989,642,575,854,795,177,596.854212927813,0.0382390878364509,0.281199058806366,0.135985831527204,0.89183248171626,0.921414561773188
"gene-SAOUHSC_01916",1013,690,560,1001,994,306,727.627872279256,-0.429198927521597,0.368531962244648,-1.16461792053921,0.244173686578411,0.33001976080445
"gene-SAOUHSC_01917",537,333,385,100,116,5,198.995619319554,2.61291166598702,0.409964503665772,6.37350707835238,1.84753745697809e-10,1.72836183262012e-09
"gene-SAOUHSC_01918",11217,14844,9055,11447,9273,1183,7982.76688309745,0.709642034847585,0.35574361022296,1.99481315884444,0.0460632616438333,0.0798099874625456
"gene-SAOUHSC_01919",17998,21863,14337,14374,8944,1844,11411.2143565139,1.01033084800879,0.360866265888826,2.7997375856685,0.00511441644324414,0.0115284666701745
"gene-SAOUHSC_01920",433,363,336,476,390,27,268.964143043999,0.473589090156514,0.419958085927222,1.12770561164665,0.25944426694317,0.347574162116925
"gene-SAOUHSC_01921",254,166,163,225,130,6,122.877057677344,0.848494928073116,0.563938314274605,1.50458819093456,0.132429984212037,0.196636287500105
"gene-SAOUHSC_01922",555,329,364,398,387,37,279.615908585975,0.626739937346087,0.322537174558616,1.94315566323096,0.0519973532217431,0.0881960056811868
"gene-SAOUHSC_01923",118,72,110,265,261,24,114.073376936539,-0.822252312964979,0.374267112366458,-2.19696651347737,0.0280228378591235,0.0518290138811453
"gene-SAOUHSC_01924",47,18,19,21,35,2,18.2828378126573,0.52164900058338,0.577549238988466,0.903211302809452,0.366413760221366,0.457766689501715
"gene-SAOUHSC_01925",27,24,28,31,29,35,41.1322386342749,-1.34398535347196,0.794692280099887,-1.69120222648071,0.0907981859284609,0.14332190553266
"gene-SAOUHSC_01926",415,340,310,345,795,168,377.656102193641,-0.621649883862328,0.410093818542561,-1.51587235835844,0.129551630993037,0.192989685082563
"gene-SAOUHSC_01927",172,127,146,177,205,14,111.823112992011,0.255642626053663,0.365098748020783,0.700201322079337,0.483801586083369,0.571841374495263
"gene-SAOUHSC_01928",231,188,142,156,288,7,127.903569902005,0.562042460526939,0.538576706917134,1.04356993777938,0.296684407580535,0.385957266814546
"gene-SAOUHSC_01929",582,418,433,291,242,4,258.35644563619,1.68949335540858,0.652229517616643,2.59033562538273,0.00958823998396312,0.0199624035791838
"gene-SAOUHSC_01930",415,242,514,456,718,55,324.819151628355,0.042698729237702,0.418229657187321,0.102093977564526,0.918682081244738,0.939711666679924
"gene-SAOUHSC_01931",813,473,718,1122,1337,226,690.219013522304,-0.562006742942678,0.280937427388418,-2.00046945744135,0.0454495947669511,0.0788963516505465
"gene-SAOUHSC_01932",907,564,593,1324,1688,430,889.591035480643,-1.09275715430976,0.339890113304096,-3.21503071591871,0.00130430564997163,0.00341461488688848
"gene-SAOUHSC_01933",892,577,498,1801,1948,672,1118.63005134549,-1.66005502452139,0.41056624416926,-4.04333051754011,5.26972522551649e-05,0.000186388412408644
"gene-SAOUHSC_01934",23,6,13,6,6,3,8.90554974482681,1.1058733923912,0.821444347503578,1.34625479589947,0.178220358765227,0.252195148877381
"gene-SAOUHSC_01935",1579,700,679,311,422,109,544.662061827875,1.41273244676393,0.40450834282375,3.49246800919376,0.000478578918319028,0.00139700193302711
"gene-SAOUHSC_01936",900,492,425,274,350,83,366.327138311332,1.03748016993249,0.351157874158389,2.95445509350742,0.00313221734536611,0.0073948387111529
"gene-SAOUHSC_01937",10,0,7,3,6,2,4.53266779918772,0.223575562698992,1.22356099382327,0.182725310652788,0.85501355507704,0.889071378780792
"gene-SAOUHSC_01938",1137,605,504,313,501,208,526.289430670512,0.439091758184723,0.537907319285955,0.816296306894644,0.414330686125105,0.504298583778381
"gene-SAOUHSC_01939",1295,790,624,409,684,146,578.298259321611,0.80681385738842,0.361515198192509,2.23175640034582,0.0256310673667226,0.0480867595155282
"gene-SAOUHSC_01941",1215,696,622,446,978,177,608.019567615606,0.380808885308482,0.380911799374674,0.99972982179507,0.317441275957865,0.409269302634293
"gene-SAOUHSC_01942",1280,697,574,457,797,174,589.989916770037,0.485458585767337,0.387184716409644,1.25381649944498,0.209908710665548,0.289393195921539
"gene-SAOUHSC_01943",65,54,59,66,91,8,46.7818974591948,0.119901390457817,0.364962899929814,0.328530353306803,0.742510698071288,0.798126205260157
"gene-SAOUHSC_01944",1000,557,579,1003,748,101,547.801112732957,0.16730707996103,0.333178898058695,0.502153890705156,0.615559274519434,0.691943771255884
"gene-SAOUHSC_01945",693,567,539,1336,2318,216,774.463999521324,-1.07178956784682,0.271117443583087,-3.9532298390028,7.71033097803961e-05,0.000262860910582171
"gene-SAOUHSC_01947",598,564,382,1408,1366,599,913.471426538512,-1.70308055027257,0.471601251423554,-3.61127233045232,0.000304698499764337,0.000919800206887718
"gene-SAOUHSC_01948",1203,1339,816,2697,3192,457,1398.72404606361,-0.988464173526644,0.273023381950865,-3.6204378044974,0.000294104944120868,0.000891749614862057
"gene-SAOUHSC_01949",1245,986,701,1360,1742,206,867.516537009469,-0.212952817445731,0.244944250602585,-0.869393002374408,0.384632209231915,0.475971505871187
"gene-SAOUHSC_01950",73,48,52,45,47,6,37.6680437804823,0.74976543829285,0.374379211921208,2.00268982469744,0.0452105916419917,0.0785311987900502
"gene-SAOUHSC_01951",390,195,243,212,265,25,179.741450136602,0.716012062895362,0.323231597532294,2.21516729293096,0.026748583938205,0.0498761010711699
"gene-SAOUHSC_01952",773,452,533,513,691,39,393.888240825137,0.639104137910483,0.395143726285592,1.61739664683065,0.105792689087762,0.162543587886523
"gene-SAOUHSC_01953",418,265,193,188,171,6,160.945697060935,1.42256245166445,0.527191688255858,2.69837799676017,0.0069678273036773,0.0150978771852802
"gene-SAOUHSC_01954",643,448,411,307,339,39,301.127314552828,1.09849875635176,0.251821489461917,4.36221213169292,1.28753937727012e-05,5.28315184595419e-05
"gene-SAOUHSC_01955",472,315,303,191,183,15,199.655889277206,1.52294610096113,0.342263601100941,4.44962916320155,8.60186856836194e-06,3.70136919087599e-05
"gene-SAOUHSC_01956",693,551,597,360,302,24,344.39678641929,1.52335471452419,0.381714280186405,3.99082453446667,6.58439821717732e-05,0.000227876711026301
"gene-SAOUHSC_01957",2023,1425,1610,2923,4970,491,1851.36640484551,-0.713992160132444,0.261294128921154,-2.7325227822011,0.00628513245685868,0.0137930729097275
"gene-SAOUHSC_T00050",167,132,83,245,177,184,221.805686378266,-1.68281224052632,0.684946440586742,-2.45685230378712,0.0140160297361548,0.0281450091624911
"gene-SAOUHSC_T00019",774,609,453,545,188,706,809.70330131847,-1.13974453449064,0.894398479568362,-1.27431403398704,0.202552144821172,0.281111609597383
"gene-SAOUHSC_T0009",332,227,221,194,31,151,234.73266079094,-0.232216714036541,0.891285308755073,-0.260541390905339,0.794446192070456,0.837529620178892
"gene-SAOUHSC_T00022",438,375,331,294,83,163,311.382876385917,0.0800174916248006,0.741701511473819,0.107883684186917,0.914087959708505,0.937262167396694
"gene-SAOUHSC_T00026",1272,889,896,860,463,700,1038.49468837574,-0.543449407218366,0.727894988844013,-0.746604133216291,0.455302552751823,0.544495766619872
"gene-SAOUHSC_T00042",1044,840,800,963,765,491,889.95055971543,-0.464017681910741,0.545596253049458,-0.850478131617004,0.395059313539545,0.485804207452621
"gene-SAOUHSC_T00012",209,152,97,188,97,235,251.854427300378,-1.59421941704686,0.851018610824197,-1.87330734812355,0.0610259557683487,0.101377057430936
"gene-SAOUHSC_T00038",302,270,207,496,254,574,577.186511783776,-2.1123616483763,0.822179157834958,-2.56922305588331,0.0101926826406833,0.0210694895310052
"gene-SAOUHSC_01958",807,730,570,1518,2132,496,1009.09969434993,-1.28507675014413,0.330067340843958,-3.89337747520942,9.88581435639333e-05,0.000326863898080508
"gene-SAOUHSC_01959",1321,902,1059,944,1357,438,990.898494827966,-0.227396224190177,0.428992459237483,-0.53007044598025,0.596063089006685,0.67540674946975
"gene-SAOUHSC_01960",5650,5197,4325,5119,6400,1218,4149.58355578729,0.0588003138825498,0.248161340515801,0.236943892067692,0.812700318413636,0.853491024050489
"gene-SAOUHSC_01961",2766,2678,2001,2994,3834,993,2424.65679531988,-0.416184847377667,0.347152731435818,-1.1988522909105,0.230585385633809,0.313976424253488
"gene-SAOUHSC_01962",2852,2698,2126,3344,4843,589,2322.960343536,-0.228413736037627,0.224722566558504,-1.01642545088218,0.309426831033403,0.399876918369899
