"","IP1","IP2","IP3","control4","control5","control6","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-SAOUHSC_01963",2,0,3,3,2,3,3.26928882297476,-1.50943899001061,1.44157654440272,-1.04707515939502,0.295064915083976,0.384764068245311
"gene-SAOUHSC_01964",3335,3021,1763,14037,19305,708,5089.38060213779,-1.83152685552596,0.513128859482948,-3.56933121510939,0.000357893711617134,0.00106167387829282
"gene-SAOUHSC_01966",2707,1777,1766,5185,6377,795,2612.61740199125,-1.03298971237571,0.205283710581258,-5.03201013587883,4.85363597008515e-07,2.77162837375071e-06
"gene-SAOUHSC_01967",1656,1277,924,4015,4049,461,1698.10236163419,-1.14752763345485,0.279402138451602,-4.10708250056441,4.0068814141943e-05,0.000145854740455599
"gene-SAOUHSC_01968",2707,2248,1974,4553,5488,197,2154.31094895949,-0.312653574943817,0.510471700214907,-0.612479741408174,0.540220397480026,0.621404163609543
"gene-SAOUHSC_01969",10088,8730,6165,34444,34189,15950,21506.1846137471,-2.38838769965651,0.486079916363173,-4.91357001031089,8.94327766134802e-07,4.83868956874378e-06
"gene-SAOUHSC_01971",165,127,113,541,474,42,193.131492126196,-1.31529025574616,0.363465702027502,-3.61874655135036,0.000296033384075957,0.000896604978731712
"gene-SAOUHSC_01972",54535,39939,50543,10525,15428,1947,24303.1932436615,2.33333004580963,0.23819689590446,9.79580374861609,1.17360275485525e-22,4.28912686807766e-21
"gene-SAOUHSC_01973",8728,6152,6238,11003,12803,2112,6855.92642940615,-0.43324200999425,0.193906822728789,-2.23427935075916,0.0254646981387981,0.0478674457383513
"gene-SAOUHSC_01974",14528,11096,11022,23601,27791,3647,12971.0783625436,-0.633792521571371,0.185304867684595,-3.42026914614106,0.000625592076726322,0.0017751013274398
"gene-SAOUHSC_01975",3310,2764,2388,10863,12753,1095,4407.74747052665,-1.46260603441051,0.299358709378448,-4.88579750175731,1.03011030658959e-06,5.42986990454241e-06
"gene-SAOUHSC_01976",77,62,50,23,26,2,32.6274368256916,1.85641986032981,0.431355449736257,4.30368936213714,1.67977145341897e-05,6.73136484476811e-05
"gene-SAOUHSC_01977",8121,6312,4958,10716,11957,849,5642.14176368656,-0.158168669628892,0.363032209753866,-0.435687703127305,0.663063328803493,0.73137085885327
"gene-SAOUHSC_01978",3702,2489,2643,3399,3651,290,2162.26158638815,0.364499665148711,0.336276728588762,1.08392771238852,0.278396851257144,0.366970482259036
"gene-SAOUHSC_01979",1590,1197,1050,1133,1195,86,834.366275421917,0.781408181268027,0.360592080316158,2.16701426327197,0.0302337665614174,0.0553948891342548
"gene-SAOUHSC_01980",977,752,653,2015,2494,117,882.881891606348,-0.758715583665362,0.446090739731369,-1.70080998346268,0.0889786739861248,0.140651986964226
"gene-SAOUHSC_01981",2078,1647,1303,3554,3706,304,1669.57907381095,-0.499048012314945,0.337397517656177,-1.47910991100858,0.139110941752777,0.205222331186417
"gene-SAOUHSC_01982",2833,2528,1706,5372,5290,940,2745.97539070359,-0.858248249485706,0.255009308048959,-3.36555655968814,0.000763894044525589,0.00211284921901578
"gene-SAOUHSC_01983",4031,3405,2243,10003,10352,2967,5493.87595760248,-1.64482428714608,0.360345344004475,-4.56457760454831,5.00501035170808e-06,2.26755923537716e-05
"gene-SAOUHSC_01984",409,317,338,762,656,46,331.44587500145,-0.322984145967597,0.412435628708652,-0.783114075228829,0.433560126451144,0.523519077798496
"gene-SAOUHSC_01985",499,395,336,670,782,271,505.977771900412,-0.970976549466448,0.416304357845967,-2.33237181203303,0.0196811396680351,0.0380437262553486
"gene-SAOUHSC_01986",6246,4584,3805,10183,8529,1050,4728.90830954962,-0.436998731024552,0.294818051834681,-1.48226585280334,0.138269570437032,0.204200911943914
"gene-SAOUHSC_01987",16891,14758,10571,29557,28427,3794,14580.6984290587,-0.584290686328419,0.255278260324309,-2.28883840553492,0.0220887431155307,0.0421330862071466
"gene-SAOUHSC_01988",982,835,745,1165,1554,311,851.372232937177,-0.465582822281116,0.268970117283961,-1.73098345266952,0.083454715829782,0.133226194577421
"gene-SAOUHSC_01989",2187,1871,1714,2979,3858,741,2022.19966098231,-0.595756675001698,0.25004710760846,-2.38257774984773,0.0171919011588997,0.0335873136682425
"gene-SAOUHSC_01990",1893,1237,1613,659,1463,361,1119.61121832363,0.524347250009035,0.445179123647375,1.17783431916805,0.238862663854576,0.323799486461618
"gene-SAOUHSC_01991",2135,1503,1857,604,1908,157,1124.81426394899,1.08882024344957,0.403359000897294,2.69938253770818,0.00694682740713548,0.0150881568327721
"gene-SAOUHSC_01992",2711,2618,2443,3767,3898,666,2356.01459258388,-0.209808106756643,0.231280058211807,-0.907160385460042,0.364321989096351,0.456201437289986
"gene-SAOUHSC_01993",1564,1383,1373,788,630,28,776.839308389489,1.80209598780534,0.519111063841433,3.47150371727736,0.000517552166085999,0.00149170398237826
"gene-SAOUHSC_T00031",3055,2016,1601,4371,3266,7063,6490.12887790287,-2.61980590331143,0.847307173799629,-3.09191988964673,0.00198866509580844,0.00496441805793345
"gene-SAOUHSC_T00023",4831,3064,4090,1898,1517,1348,2939.73808806244,0.385615097204552,0.63887465559035,0.603584903283142,0.546119652290043,0.62711100415878
"gene-SAOUHSC_T00015",602,481,376,287,154,125,333.6827602112,0.623745833967577,0.578412162100391,1.07837606958776,0.280865961950526,0.369766379301821
"gene-SAOUHSC_T00016",1764,1251,1058,976,169,324,907.401257417072,0.683974214706587,0.718247636308741,0.952281887374815,0.340954041150742,0.4332661227604
"gene-SAOUHSC_T00027",2521,2087,1525,1166,360,945,1652.82763336647,0.0681339714308593,0.807366583133655,0.0843903783661803,0.932746056949599,0.950333144528567
"gene-SAOUHSC_T00056",1393,1410,864,538,381,519,958.05573934247,0.186435348243362,0.738612937795846,0.252412784427686,0.800722019458667,0.842849099591477
"gene-SAOUHSC_T00057",2085,1716,1717,1481,2739,1040,1906.02591788295,-0.559153846711665,0.516378725605622,-1.08283672232212,0.278880902619801,0.367329434925937
"gene-SAOUHSC_T00054",2157,2213,1601,712,705,282,1175.15265297607,1.30189069657969,0.443932951934758,2.93262910740408,0.00336105144447942,0.00788078871626869
"gene-SAOUHSC_T00043",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_A01909",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_T00013",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_T00039",1649,990,843,523,119,569,927.923941752093,0.0542975349742952,0.910032831675977,0.0596654681944796,0.952422075103688,0.962606529446611
"gene-SAOUHSC_T00051",4010,3520,2660,1178,328,569,1964.30457834169,1.35650765284417,0.711212810802022,1.90731611163537,0.0564796650690634,0.0945697996055607
"gene-SAOUHSC_A01910",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_T00014",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_T00052",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_T00040",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_T00041",7095,3741,5725,2506,1800,1687,3887.65087245822,0.513723677151801,0.648294307748055,0.7924235505573,0.428113751940269,0.518312629888815
"gene-SAOUHSC_T0002",1024,602,644,314,230,202,505.157489326432,0.686986694685796,0.625639977121734,1.0980543440435,0.272180759942167,0.360671681839717
"gene-SAOUHSC_T00045",865,552,563,466,635,351,623.476445481457,-0.363509046837821,0.575184215563589,-0.631987173851146,0.527395258386617,0.612472641265343
"gene-SAOUHSC_T0007",4547,5845,2591,2157,925,1297,3026.72432178,0.578043950631527,0.718781290632364,0.804200051065575,0.421281449325103,0.511622708285382
"gene-SAOUHSC_T00032",733,679,372,415,95,121,384.547698735946,0.830141842557354,0.665772937195587,1.24688432974481,0.212439913321816,0.292318173903161
"gene-SAOUHSC_T00024",159,105,101,58,20,60,99.1927404993858,0.0738976175148236,0.862045359927666,0.0857235836418449,0.931686154099144,0.949703141831816
"gene-SAOUHSC_T00033",3125,2444,1332,1826,61,1209,1972.01706876033,-0.140986823321326,1.41324643458151,-0.0997609616210177,0.920534101499277,0.940784478825324
"gene-SAOUHSC_T00036",1014,1225,525,453,167,438,747.954148958111,0.0822456718894477,0.844451335937264,0.0973953955536852,0.92241240116234,0.941650797611164
"gene-SAOUHSC_T00055",1081,506,537,433,178,269,534.458406022403,0.207488695734975,0.718861216188414,0.288635262360005,0.772860507976834,0.823041758006861
"gene-SAOUHSC_T00060",38,31,21,15,13,6,19.4006141749851,1.07437526935378,0.585606419801092,1.83463710954314,0.0665594763659818,0.109376213860405
"gene-SAOUHSC_R00013",26,19,4,15,1,23,23.8243092235538,-1.34105291581541,1.23658378302653,-1.08448204983992,0.27815112155579,0.366897124246592
"gene-SAOUHSC_R0008",6363,6897,2119,5389,3995,8429,8795.09190070758,-1.66908391220025,0.879819631718074,-1.8970750958818,0.0578180275548687,0.0965747797244943
"gene-SAOUHSC_T0003",4487,1565,2180,692,679,543,1608.50153761739,1.10489949457526,0.662745995080838,1.66715378557738,0.0954838294885306,0.149299016901348
"gene-SAOUHSC_A01912",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_T00028",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_R0003",1158,665,148,1722,1346,2992,2602.46210442326,-3.1917944279695,0.946673238736528,-3.37159042567783,0.000747355000893893,0.00207338062494956
"gene-SAOUHSC_01997",30916,23411,23228,26425,36386,1881,18604.6993821497,0.4531246488453,0.411761334573261,1.10045458570049,0.271134106442958,0.359910860297893
"gene-SAOUHSC_01998",3226,2232,2835,4341,6835,429,2608.28066732784,-0.332710123803733,0.367723644923452,-0.904783057594765,0.36558032902622,0.457193374263075
"gene-SAOUHSC_01999",1424,1005,1148,2216,4099,185,1273.73615723582,-0.649985032025001,0.434956442401791,-1.494368099104,0.135079434810142,0.199977376353878
"gene-SAOUHSC_02000",7344,5295,7371,3647,4116,1534,4663.08390650494,0.599934504038364,0.447260295698376,1.34135426240238,0.179805459917149,0.253783092498921
"gene-SAOUHSC_02001",11534,8095,11523,6760,9714,955,6734.81691922189,0.883147862268548,0.291754070201097,3.0270284204084,0.00246970736876813,0.00603877600159986
"gene-SAOUHSC_02002",162,116,110,114,112,9,83.6517805193116,0.747123782970203,0.356339963805019,2.09666009670195,0.0360236752376402,0.0643710484716084
"gene-SAOUHSC_02003",7822,8277,5737,4644,5866,808,4702.77740821433,0.886333861749078,0.242503824458917,3.65492735517345,0.000257254810730741,0.000787860822584314
"gene-SAOUHSC_02004",9183,6806,9354,3471,3846,823,4890.42749961055,1.42311989317907,0.300121852235332,4.74180697799763,2.11820391195563e-06,1.03493706286459e-05
"gene-SAOUHSC_02005",3053,2303,2729,2117,2741,265,1818.8310238161,0.707223683356652,0.26904539942777,2.62864068614754,0.00857268873536354,0.0180612911788097
"gene-SAOUHSC_02006",15135,11439,10878,7355,7301,1469,7734.21311940834,1.02358083803181,0.234210940749642,4.37033741786621,1.24054692267055e-05,5.11329190231577e-05
"gene-SAOUHSC_02007",582,248,497,452,545,89,348.106453696842,0.152074960696237,0.356003555943746,0.427172589029608,0.669253624878414,0.736125275197324
"gene-SAOUHSC_02008",1025,508,953,1422,1647,123,752.624395929586,-0.245681614263263,0.405197616552674,-0.606325418084796,0.544298683134702,0.625281932301851
"gene-SAOUHSC_02009",2144,1494,1728,4538,5628,701,2288.36633497699,-1.05275825828335,0.212086272848993,-4.96382082697509,6.911971306215e-07,3.81970027224502e-06
"gene-SAOUHSC_02010",416,282,314,1231,2027,195,609.822755060842,-1.75268164852132,0.269498532039461,-6.50349237622077,7.84764008004375e-11,7.96680794792589e-10
"gene-SAOUHSC_02011",728,547,525,1577,2765,194,829.533236155918,-1.22644832828113,0.329457253912514,-3.72263264419366,0.000197156272919669,0.000620442415697834
"gene-SAOUHSC_02012",19749,17289,18899,7994,11669,828,10475.8225452156,1.58789643862035,0.338647051675385,4.68894216194876,2.7462098780401e-06,1.29558713867606e-05
"gene-SAOUHSC_02013",6723,6348,4819,14996,14800,2641,7446.1414069847,-0.992489804574644,0.237006404152297,-4.18760753796714,2.81910455808276e-05,0.00010747100964819
"gene-SAOUHSC_02014",591,471,512,772,799,36,411.206077349441,0.184595461516373,0.475975526356998,0.387825531554578,0.698145150011279,0.761486612089501
"gene-SAOUHSC_02015",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02016",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02017",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02018",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02019",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02020",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02021",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02022",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02023",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02025",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02026",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02027",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02028",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02029",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02030",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02031",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02033",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02034",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02035",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02036",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02037",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02038",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02040",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02041",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02042",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02043",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02044",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02046",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02047",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02048",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02049",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02050",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02051",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02052",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02053",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02054",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02055",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02056",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02057",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02058",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02059",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02060",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02061",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02062",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02063",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02064",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02065",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02066",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02067",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02068",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02069",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02070",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02071",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02072",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02073",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02074",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02075",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02076",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02077",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02078",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02079",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02080",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02081",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02083",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02084",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02085",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02086",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02087",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02088",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02089",0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"gene-SAOUHSC_02090",4977,3649,4531,3443,4089,442,2931.71934189219,0.74698526794677,0.259144872220226,2.88250067055916,0.00394532296223959,0.00910280323190127
"gene-SAOUHSC_02091",4637,3376,3927,7288,12289,1897,4972.06007674493,-0.992413460599254,0.26553760066857,-3.73737451155903,0.000185951844772507,0.000587882360463025
"gene-SAOUHSC_02092",6168,4366,5039,10142,13506,1883,5915.20036182898,-0.793994752386147,0.203003485257079,-3.91123704787949,9.18245927303288e-05,0.000306566636630732
"gene-SAOUHSC_02093",446,226,472,683,1364,73,419.933631777529,-0.70863468100508,0.466550774985136,-1.51888008551193,0.128792682576379,0.192067868847582
"gene-SAOUHSC_02095",9272,9171,7158,38908,77145,16055,26342.1752139014,-2.66934574393814,0.37476538705582,-7.12271153136282,1.05824158943133e-12,1.38786612279008e-11
"gene-SAOUHSC_02096",7812,6885,6080,27579,27744,3640,11240.9301272881,-1.52715627662923,0.227474830941938,-6.71351758040886,1.89987715392775e-11,2.06649336464919e-10
"gene-SAOUHSC_02097",5890,5107,4527,22732,22107,2858,8871.4760814375,-1.63441821841506,0.237884997334432,-6.8706233546847,6.39219616039961e-12,7.42415664222684e-11
"gene-SAOUHSC_02098",15969,12596,14973,3858,4976,622,7449.15158572221,2.17695729525984,0.226266873602598,9.62119315390074,6.50719127765364e-22,2.17514771854252e-20
"gene-SAOUHSC_02099",19279,14332,19324,4969,5992,389,8850.74630760277,2.38659728059825,0.389257765445313,6.13114879768159,8.72467556250938e-10,7.52023135749629e-09
"gene-SAOUHSC_02100",4483,3496,4019,1667,2103,132,2163.42258531936,1.78026551585243,0.375754191211388,4.73784606397351,2.16001787491682e-06,1.05161793874725e-05
"gene-SAOUHSC_02101",1497,1216,1820,738,1843,25,923.070940934385,1.1931573255445,0.682708016772107,1.74768319139686,0.0805189009633706,0.128914899264369
"gene-SAOUHSC_02102",3272,2184,2396,3640,3006,535,2159.4057589092,0.0117695488858144,0.257163143594428,0.0457668572615374,0.963496075191116,0.970934831653989
"gene-SAOUHSC_A02013",221,176,148,431,386,418,444.349636176868,-2.28485490154094,0.704642194695523,-3.24257462686894,0.00118454921345647,0.00313705255467071
"gene-SAOUHSC_02103",817,486,688,695,621,40,443.95486910413,0.69909620694438,0.436253595806227,1.60249958662782,0.109045178869419,0.166678220161721
"gene-SAOUHSC_02104",104,48,94,75,105,13,61.6755763300891,0.292464817027866,0.401592145576972,0.728263289631023,0.466452429866299,0.554202908653458
"gene-SAOUHSC_02105",111,85,80,34,12,4,46.0444157745691,2.30980448530735,0.528315910973055,4.37201386014125,1.23105708171129e-05,5.08948334988032e-05
"gene-SAOUHSC_02106",8159,5722,8797,3025,2930,409,4102.72772131656,1.80747440297254,0.300775629021094,6.00937785037691,1.86236618350722e-09,1.49699287653763e-08
"gene-SAOUHSC_02107",10901,8594,11319,5328,4965,869,6024.04214189356,1.36380629524794,0.272756089414948,5.00009476662191,5.73021427734987e-07,3.23845718231258e-06
"gene-SAOUHSC_02108",40338,30055,33120,24989,19170,1114,19920.7012033964,1.38321920749029,0.481820706880045,2.87081727235658,0.00409412112299391,0.00939864823963677
